Name,Peak CCU,Price,Reviews,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Categories,Genres,Tags
Your Human is Sick,0,0,,0,0,0,0,0,0,"Single-player,Full controller support","Action,Adventure,Casual,Free To Play,Indie",
Headquarters: World War II,0,39.99,â€œHeadquarters: World War II is a compact and engaging wargame with plenty of attention to detail.â€ 85 â€“ SOFTPEDIA â€œThe work done to obsessively recreate each medium is absolutely commendable.â€ 85 â€“ Multiplayer â€œHeadquarters World War 2 opens up to beautiful gameplay as soon as you start a new game. A title to try if you love games similar to XCOM.â€ 80 â€“ The Games Machine,0,0,0,0,70,292,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Simulation,Strategy",
How to Survive 2,0,14.99,,69,0,0,0,49,8536,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Action,Adventure,RPG",
War Planet Online: Global Conquest,0,0,,0,0,0,0,12,0,"Multi-player,MMO,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Steam Cloud","Massively Multiplayer,Strategy,Free To Play",
MARK-I: Mission Pilot,0,1.99,,0,0,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Partial Controller Support,Family Sharing","Action,Casual,Indie",
Arcade Galaxy Builder,0,0,,0,0,0,0,0,0,"Single-player,Multi-player","Casual,Indie,Racing,Early Access",
Tennis World Tour 2,0,39.99,,0,0,0,0,30,174,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing","Simulation,Sports",
Halloween: Jigsaw Puzzles,0,0.99,,0,0,0,0,0,0,"Single-player,Family Sharing",Casual,
Fate of the Storm Gods,0,6.99,,0,0,0,0,29,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
MOTION,0,0,,0,0,0,0,29,0,"Single-player,Steam Achievements,Full controller support,Stats","Action,Indie",
Nodrog's Fortress,0,9.99,,0,0,0,0,65,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Stats,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie,RPG,Strategy",
Feel Up a Sexy Lifeguard!,0,3.49,,0,0,0,0,0,0,"Single-player,Family Sharing",Simulation,
"Lynn , The Girl Drawn On Puzzles",0,3.99,,0,0,0,0,24,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Casual,Indie,Strategy",
KING PONG,0,19.99,,0,0,0,0,22,0,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Tracked Controller Support,VR Supported,Family Sharing","Action,Sports,Early Access",
Jetpack Vacation Playtest,0,0,,0,0,0,0,0,0,VR Only,,
Time Gate: Knight's Chase,0,6.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,RPG",
Knock-knock,0,9.99,,57,0,0,0,18,1411,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing","Adventure,Casual",
Turnip Boy Commits Tax Evasion,0,7.49,â€œThe funniest game I've ever playedâ€ Rock Paper Shotgun â€œIâ€™ll be remembering this game fondly for quite some time.â€ A â€“ Gaming Age â€œHilarious while also being a damn good adventure game.â€ 8/10 â€“ Shacknews,72,0,0,0,37,8164,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing","Action,Adventure,Casual,Indie",
Comixxx Strip,0,1.99,,0,0,0,0,32,0,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Race me now,0,0,,0,0,0,0,15,0,"Single-player,Steam Achievements,Steam Cloud","Action,Casual,Indie,Racing,Simulation,Sports",
SharpShooter3D,0,5.99,,0,0,0,0,0,945,"Single-player,Full controller support,Steam Trading Cards,Family Sharing","Action,Indie",
Bean,0,0,,0,0,0,0,6,0,Single-player,Free To Play,
Katana-Ra: Shinobi Rising,0,19.99,â€œIt is an incredible idea with an improvable finish that we hope will manage to redirect its course to offer us one of the most peculiar adventures that we will see this year.â€ 6/10 â€“ NextGame,0,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Casual,Strategy",
Toast Time,0,4.99,"â€œToast Time controls, looks, and plays perfectly on the platform. Toast Time is for you.â€ 5/5 â€“ Touch Arcade â€œToast Timeâ€˜s happy facade helps mask a tough, unforgiving, challenging reflex shooter where levels need to be solved.â€ 5/5 â€“ Big Red Barrel â€œA heavy emphasis on humour, not just any humour, it's this kind of over-zealous, over-the-top, nonsensical awesomeness.â€ 87/100 â€“ Pixel Freak",0,0,0,0,9,0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Action,Casual,Indie,Strategy",
Pornocrates: VHS,0,14.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie",
Nitrogen Narcosis,0,7.99,,0,0,0,0,0,0,"Multi-player,Co-op,Online Co-op,Family Sharing","Casual,Indie,Early Access",
Martian Invaders,0,0.99,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Action,Casual",
S.P.I.K.E: ARENA,0,0.49,,0,0,0,0,1,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen,Steam Achievements,Remote Play Together,Family Sharing","Action,Casual,Indie,Massively Multiplayer",
Okubi Playtest,0,0,,0,0,0,0,0,0,,,
Overbowed,0,8.99,,0,0,0,0,10,0,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie",
Bloody Efforts,0,0,,0,0,0,0,15,0,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Steam Cloud","Action,Free To Play,Indie",
HOW,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie,Strategy",
Monster United,0,2.99,,0,0,0,0,31,0,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Casual,RPG,Simulation,Strategy",
Beyond dreams,0,0,,0,0,0,0,0,0,Single-player,"Action,Adventure,Indie,RPG",
Pixels Guide to Staying Dead,0,6.99,,0,0,0,0,12,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing","Action,Casual,Indie,Strategy",
Mercury: Cascade into Madness,0,8.99,,0,0,0,0,58,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Violent,Gore,Adventure,Indie,RPG",
UNMEMORY,0,9.99,"â€œA lost-memory crime drama told through a unique take on the classic text adventure, unmemory is a slightly derivative yet incredibly compelling story that creates a vividly nostalgic atmosphere with its excellent writing and graphic design sensibilities.â€ 4/5 â€“ Adventure Gamers",0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie",
The Unseen Fears: Fortune's Consequence Collector's Edition,0,13.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual",
Dungeon Rush,0,3.99,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Action,Adventure",
UAYEB: The Dry Land - Episode 1,0,4.99,â€œUAYEB will make you think and keep you on your toes from the start. Give it a go now!â€ 7/10 â€“ Zeepond â€œUayeb is an adventure game where you learn while having fun.The openworld aspect and its 5 layers of gameplay allow dozens of exciting hours of the game with relatively varied situations.â€ 7/10 â€“ Renegades,0,0,0,0,109,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing","Action,Adventure,Indie",
Dynopunk: Welcome to Synth-City,0,0,,0,0,0,0,0,0,"Single-player,Steam Cloud","Adventure,Casual,Indie,Simulation,Free To Play",
Orn the tiny forest sprite,0,8.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Indie",
Wife of My Boss,0,3.49,,0,0,0,0,3,147,"Single-player,Family Sharing","Adventure,Casual,Indie",
Gift,0,24.99,,0,0,0,0,16,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie",
Staff Only,0,9.99,,0,0,0,0,13,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Early Access",
Lockout Tagout (LOTO) VR Training,0,0,,0,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,In-App Purchases",Simulation,
VR Robotics Simulator,0,2.99,,0,0,0,0,0,0,"Tracked Controller Support,VR Only","Design & Illustration,Education,Software Training,Utilities",
Pacifist Kunoichi Kikyo,0,5.99,,0,0,0,0,5,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
Blocked and Loaded,0,1.99,,0,0,0,0,0,0,"Single-player,Multi-player,MMO,Co-op,Online Co-op,Family Sharing","Action,Adventure,Indie,Massively Multiplayer,RPG",
7 Days To Save The World,0,2.99,"â€œ'Itza Gud, The Family Has Spoken'â€ recommended â€“ Game Junkie Reviews",0,0,0,0,16,0,"Single-player,Family Sharing","Action,Adventure,Indie,RPG,Simulation,Strategy",
Tales Across Time,0,2.99,â€œA Warrior who thought he had nothing left. A Woman who had everything to look forward to. Finally a woman on the run with almost nothing left to giveâ€¦the provided experience excels at telling a tale of mystery and wonder with a brilliantly designed battle and encounter systems.â€ 8/10 â€“ Chalgyr's Game Room,0,0,0,0,22,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing","Adventure,Indie,RPG",
Edrick's Conquest Playtest,0,0,,0,0,0,0,0,0,,,
TumbleSeed,0,14.99,,0,0,0,0,13,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on TV,Family Sharing","Action,Adventure,Indie",
ACRES,0,14.99,â€œAcres is engaging yet meditativeâ€ Orbital Potato â€œThis is such a cool game! I'm Loving This!â€ z1 Gaming â€œSurprising depth from such simple and beautiful designâ€ Shotgun Artist,0,0,0,0,20,149,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy,Early Access",
PuppetShow: Fatal Mistake Collector's Edition,0,9.99,,0,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual",
Starters Orders Classic Horse Racing,0,29.99,â€œThe undisputed Frankel of horse racing games!â€ Racing Ahead magazine. â€œThe vast customisation options and realistic aspects make it a must-play for any horse racing enthusiast.â€ 7/10 â€“ Game Grin â€œStarters Orders is the Horse Racing Simulation consoles are not providing.â€ Operation Sports.,0,0,0,0,13,0,"Single-player,Family Sharing","Simulation,Sports,Strategy",
Gladiator: Road to the Colosseum,0,5.99,,0,0,0,0,22,0,"Single-player,Steam Achievements,Captions available,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
Epic Little War Game,0,4.99,,0,0,0,0,15,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Remote Play Together,Family Sharing","Indie,Strategy",
METAL GEAR SURVIVE,0,29.99,,54,0,0,0,51,3537,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Captions available,Steam Cloud,Stats,Family Sharing","Action,Adventure,Strategy",
GM Forge - Virtual Tabletop,0,29.99,,0,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer,Steam Workshop,Includes level editor,Remote Play Together,Family Sharing","Action,Adventure,Casual,Indie,RPG,Simulation,Strategy",
Project G,0,2.99,,0,0,0,0,19,0,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",Indie,
My Pet Hotel,0,14.99,,0,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Casual,Simulation",
VAIL VR,0,29.99,,0,0,0,0,0,1460,"Multi-player,PvP,Online PvP,LAN PvP,Cross-Platform Multiplayer,Tracked Controller Support,VR Only,Family Sharing","Action,Casual,Strategy",
æ”¾ç½®å‹‡è€…ï¼šè¿œå¾/Idle Heroes:Odyssey,0,4.99,,0,0,0,0,24,515,"Single-player,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Simulation,Strategy",
Boiling Bolt,0,11.99,,0,0,0,0,15,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Action,Indie",
Culina: Hands in the Kitchen,0,19.99,,0,0,0,0,8,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Casual,Indie,Simulation",
DEAD OR SCHOOL,0,24.99,,0,0,0,0,63,2522,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Indie,RPG",
The Amazing Adventures of Lady Fanny Featherstone,0,2.99,,0,0,0,0,17,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,Casual,Indie",
Shoot Shoot My Waifu,0,3.99,,0,0,0,0,42,142,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Casual,Indie",
Guntris,0,1.49,,0,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Casual,Indie",
Versus Vampire Playtest,0,0,,0,0,0,0,0,0,,,
Liquidation Playtest,0,0,,0,0,0,0,0,0,,,
Eternal Man: Village,0,0.99,,0,0,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Casual,Indie",
Rocket Knight,0,14.99,,63,0,0,0,16,109,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure",
Clank!,0,22.99,"â€œWe're not kidding when we say this is probably the best deckbuilding game we've ever played.â€ Man Vs. Meeple â€œAnyone that knows me knows I love deck-building games, and Clank!? I love this game. I love this game so much I have every expansion for it.â€ ProZD â€œClank! has quickly earned a place in my collection as not only one of my favorite deck-builders, but flat out one of my favorite games.â€ Meeple Mountain",0,0,0,0,21,177,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Turn Notifications,Family Sharing","Strategy,Early Access",
Brutal TD,0,1.99,,0,0,0,0,95,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Includes level editor,Family Sharing","Casual,Indie",
Lawbringer,0,3.99,,0,0,0,0,0,0,"Single-player,Full controller support,Steam Leaderboards,Family Sharing","Action,Indie",
Five Nights at Tinky's,0,1.99,,0,0,0,0,22,0,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie",
Jellyfish,0,0.99,,0,0,0,0,4,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Casual,Indie,RPG,Simulation",
Slash It Ultimate,0,0.84,,0,0,0,0,526,423,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Action,Casual,Indie",
Demonheart: Hunters,0,19.99,,0,0,0,0,27,255,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,RPG",
Galactic Civilizations III,0,39.99,â€œThe new gold standard in 4X space strategyâ€ 9/10 â€“ GameWatcher â€œSuch a wealth of victory conditions and customization options that the experience feels new with every playthrough.â€ 8.6/10 â€“ IGN â€œA mix of familiar mechanics and new ideas that can keep both fans and newcomers occupied for a frighteningly long period of time.â€ 9/10 â€“ Softpedia,81,0,0,0,102,8194,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Stats,Family Sharing",Strategy,
é¸¡æ¢°ç»¿æ´² Playtest,0,0,,0,0,0,0,6,0,,,
Demolition,0,0,,0,0,0,0,3,0,"Single-player,Steam Achievements,Steam Leaderboards","Action,Indie,Simulation,Strategy",
GraviSound,0,1.29,,0,0,0,0,0,0,Single-player,"Casual,Indie,Simulation,Audio Production,Education,Software Training,Utilities,Game Development",
DOUGH: A Crime Strategy RPG Playtest,0,0,,0,0,0,0,0,0,,,
Linelith,0,2.99,,0,0,0,0,3,650,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Strategy",
Super Jigsaw Puzzle: Anime Reloaded,0,8.99,,0,0,0,0,11,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy",
Worst World Playtest,0,0,,0,0,0,0,0,0,,,
Magical Girl Celesphonia,0,19.99,,0,0,0,0,0,2444,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
Mythos: The Beginning - Director's Cut,0,5.99,"â€œThe game's writing style gets under your skin and sticks there for a bit.â€ Destroy All Fanboys! â€œFans of classic horror will get a kick out of the story, setting and characters.â€ 6/10 â€“ Power Up Gaming â€œThe atmosphere and the exploration work extremely well together making this more than just another RPG in the pile.â€ 9/10 â€“ Chalgyr's Game Room",0,0,0,0,0,0,"Single-player,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,RPG",
MMORPG Tycoon 2,0,24.99,,0,0,0,0,17,2543,"Single-player,Steam Cloud,Family Sharing","Indie,Simulation,Strategy,Early Access",
80.08,0,0,"â€œYou're really curious as to whats going on...behind the puzzles there's so much more...go play this for yourself, it's really good..I'm really intriguedâ€ MrBobbly",0,0,0,0,21,0,"Single-player,Steam Achievements,Family Sharing",Indie,
